acctno,actdt,deactdt,deactreason,goodcredit,rateplan,dealertype
1617045476210,2000-11-24,,,1,2,A1
1617058988043,1999-07-20,,,1,1,A1
1617075815972,2000-06-27,,,1,3,C1
1617084700879,1999-12-19,,,1,1,A2
1617115281088,2000-11-30,,,1,1,B1
1617144990408,2000-12-29,,,1,2,A1
1617169061168,2000-07-18,,,1,1,B1
1617171611832,2000-07-02,2001-01-04,COMP,1,3,A1
1617177074902,2000-02-29,,,1,1,B1
1617178319360,1999-12-30,,,0,1,B1
1617188197648,2000-06-19,,,1,3,C1
1617234990997,2000-09-08,,,1,1,B1
1617256794543,2000-06-26,,,1,1,A1
1617289043808,1999-11-20,,,1,1,A1
1617317636390,1999-12-16,,,0,1,A2
1617343790733,2000-03-06,2001-01-06,NEED,0,1,B1
1617366879621,2000-07-28,2000-11-14,DEBT,0,3,B1
1617379301148,1999-04-12,1999-07-17,TECH,1,1,A1
1617384192856,2000-12-18,,,1,1,C1
1617391935450,2000-05-24,,,1,1,A1
1617426119822,1999-12-04,,,0,1,A1
1617457064331,1999-02-12,,,1,3,A1
1617467708937,2001-01-12,,,1,2,A1
1617492725016,1999-06-29,,,1,1,B1
1617492778984,1999-12-16,,,1,1,A1
1617502256548,2000-01-14,,,0,2,A2
1617515298981,2000-12-27,,,1,2,A1
1617518788560,1999-12-10,,,1,1,C1
1617522371396,2000-12-13,,,1,2,A1
1617570824704,2000-03-27,,,1,1,A2
1617591421668,1999-08-17,,,1,1,B1
1617595123506,2000-02-21,2000-10-17,DEBT,1,3,A1
1617620560456,2000-09-19,,,1,1,B1
1617621743913,1999-10-18,2000-10-13,DEBT,0,2,B1
1617640316013,2000-12-21,,,1,2,A2
1617645533216,2000-01-15,,,1,1,A1
1617664429074,1999-08-10,,,0,1,A1
1617669692836,1999-12-15,,,1,1,B1
1617693754526,1999-05-07,,,1,1,C1
1617724355488,2000-12-16,,,1,2,A1
1617754981856,1999-05-08,,,0,1,A2
1617767443068,2000-11-26,,,1,2,A2
1617772710148,2000-08-15,,,1,3,C1
1617800952288,2000-12-20,,,1,1,C1
1617815886606,2000-02-18,2001-01-07,COMP,0,2,B1
1617818064510,1999-02-11,,,1,1,A1
1617820047702,2000-08-31,,,0,2,B1
1617820910480,1999-12-16,,,1,1,A1
1617841380165,1999-12-19,,,0,1,A1
1617843642183,2000-10-22,,,1,1,A1
1617859930452,2000-01-13,2000-10-13,DEBT,0,1,A1
1617862971058,2000-04-01,,,1,1,A1
1617864230214,2000-12-30,,,1,2,A1
1617865619516,1999-03-18,,,0,1,A1
1617872540136,1999-08-16,,,1,2,B1
1617884207301,2000-09-30,,,1,2,A1
1617915272958,1999-08-19,,,1,1,B1
1617916768104,1999-06-26,,,1,1,A1
1617920470748,1999-12-16,,,1,1,A1
1617922228884,2000-12-22,,,1,1,B1
1617932213307,1999-10-02,,,0,1,A1
1617932373088,2000-08-18,,,0,1,C1
1617934374143,2001-01-12,,,0,2,A1
1617972797869,1999-08-03,,,1,2,A2
1617994810159,1999-05-05,,,1,1,A2
1618000449753,1999-07-24,,,0,1,A2
1618024171388,1999-12-04,,,0,1,A1
1618029516138,2000-08-21,,,1,3,B1
1618044353436,2000-12-19,,,1,3,A2
1618044998883,2001-01-10,,,1,2,A1
1618046961548,2000-05-08,,,1,2,A2
1618059071161,2000-01-24,,,1,2,A1
1618100687639,2000-01-18,,,1,1,C1
1618105124694,2000-07-20,,,1,2,A1
1618122249474,2000-12-22,,,1,3,A1
1618133019928,1999-11-22,,,0,1,B1
1618155719103,2000-01-12,,,1,3,A1
1618167761526,2000-05-16,,,0,2,A1
1618184716884,1999-08-31,2000-12-05,DEBT,0,1,A1
1618204094031,2000-05-27,2000-06-21,NEED,0,3,B1
1618206907186,1999-12-16,,,0,1,A2
1618209639259,2000-02-13,,,1,1,A2
1618219377324,2001-01-13,,,0,2,A1
1618244433656,2000-12-04,,,0,1,A1
1618250935896,2000-01-17,,,1,2,B1
1618273304669,1999-07-24,,,1,1,A2
1618283207832,1999-07-13,,,1,1,A1
1618296993330,2001-01-16,,,1,1,C1
1618320289581,1999-09-16,,,1,1,C1
1618373772660,2000-09-25,,,0,1,A1
1618386299340,1999-10-16,,,1,1,B1
1618389363732,1999-08-10,,,1,1,A1
1618416533268,1999-06-11,,,1,1,A1
1618466339898,2000-08-15,2000-12-16,NEED,0,1,A1
1618482451056,2000-08-10,,,1,1,A1
1618519659592,1999-07-31,2000-11-24,COMP,0,1,C1
1618521860728,1999-03-05,,,1,2,A1
1618543504617,1999-07-26,,,1,1,B1
1618557615600,1999-12-16,,,1,2,A1
1618558747993,2000-12-21,,,1,1,C1
1618559232432,1999-06-17,,,1,1,A1
1618563228318,1999-08-14,,,1,1,A2
1618575637806,2000-03-22,,,1,1,A1
1618590163923,1999-09-28,,,1,1,C1
1618605603008,2000-10-29,,,0,1,A1
1618623885327,1999-12-15,,,1,1,B1
1618645547064,2001-01-09,,,1,2,C1
1618663448325,2001-01-16,,,1,1,C1
1618678078632,2000-09-19,,,1,2,A1
1618715685307,2000-02-19,,,1,1,B1
1618726671198,2000-11-13,,,1,1,A1
1618734314604,2000-01-19,,,0,1,C1
1618745723952,2000-03-13,,,1,1,A2
1618761125104,1999-11-04,2000-06-08,DEBT,0,3,C1
1618781593992,1999-09-21,,,0,1,A1
1618807103644,2000-05-26,,,1,2,A1
1618816432418,2000-12-22,,,0,2,C1
1618822843746,2000-05-12,,,1,1,A1
1618834248256,1999-12-21,,,0,1,B1
1618839716658,1999-11-27,,,1,1,B1
1618852334943,2000-11-05,,,0,1,A2
1618855792858,2000-08-03,,,0,1,A1
1618857247325,1999-09-22,,,0,1,A1
1618862819478,2000-06-29,,,1,1,B1
1618864040589,2000-12-23,,,1,1,A1
1618886692671,2000-02-07,2000-12-27,DEBT,0,1,A1
1618889163032,1999-07-27,,,1,3,C1
1618924303104,1999-01-30,1999-09-24,TECH,1,1,A1
1618925562768,2001-01-17,,,1,2,A1
1618935545580,2001-01-19,,,1,1,C1
1618969708353,1999-12-07,2000-03-22,COMP,1,1,B1
1618980369648,2000-05-30,2000-12-03,COMP,0,1,A2
1618986107729,2000-10-14,,,1,1,A1
1618986604038,2000-03-01,2000-03-06,NEED,1,1,C1
1619005594478,1999-01-26,,,1,2,A2
1619021465260,1999-06-09,,,1,2,A2
1619033931006,2000-12-23,,,1,2,A1
1619038919112,1999-07-31,2000-12-05,MOVE,0,1,A1
1619046453002,1999-04-05,,,1,1,B1
1619049344088,2000-03-15,2000-06-20,MOVE,0,1,C1
1619060370753,2000-09-12,,,0,1,A1
1619066976977,2000-02-01,,,0,1,A1
1619068267113,1999-10-18,,,1,2,B1
1619107850748,1999-12-24,,,1,1,A1
1619110348404,2000-04-07,,,1,1,B1
1619120035584,1999-01-28,2000-03-09,COMP,1,3,A1
1619123969328,1999-08-24,,,0,2,A1
1619141590226,2000-12-19,,,1,2,A2
1619150257230,2000-12-30,,,1,2,A1
1619154959333,1999-11-27,2000-10-20,DEBT,0,2,A1
1619167569456,1999-10-21,,,1,1,B1
1619168430120,2000-01-07,2000-08-11,COMP,0,2,B1
1619174579248,2000-02-14,,,0,1,A1
1619180612281,2000-03-20,2000-04-10,NEED,1,1,A1
1619184251454,2000-01-22,2000-09-25,DEBT,0,3,A2
1619185250220,2000-01-10,,,1,1,B1
1619212149488,2000-01-18,,,1,1,B1
1619212177628,1999-07-13,,,1,1,A1
1619280876768,2000-03-07,2000-07-13,NEED,1,3,B1
1619294405263,2000-01-06,2000-06-02,TECH,0,1,A2
1619303039394,1999-08-30,,,0,3,A1
1619320479317,2000-07-30,,,1,1,A1
1619326992684,1999-02-24,,,1,2,A1
1619332351314,1999-12-20,,,1,1,A1
1619354520840,1999-11-18,,,1,1,C1
1619354603618,2000-06-09,,,1,1,C1
1619390471683,1999-06-30,,,1,1,A1
1619404971476,2000-09-23,,,1,2,A2
1619416168188,2000-02-05,2000-06-19,TECH,0,1,A2
1619470760256,1999-06-29,2001-01-04,COMP,1,1,A1
1619475657033,1999-12-01,,,1,1,A1
1619486810194,2000-05-04,,,0,3,A1
1619489821212,2000-09-20,,,0,3,A1
1619494134603,2000-05-03,,,1,3,A1
1619546771972,1999-10-29,,,0,1,B1
1619567277738,1999-11-23,,,0,1,B1
1619586435807,2000-10-24,,,0,1,A2
1619586707262,2000-09-06,,,1,1,A2
1619591796908,2000-12-21,,,1,2,A1
1619632789600,2000-02-08,,,0,1,B1
1619636177205,2000-05-09,2000-05-15,NEED,0,2,B1
1619650865808,2000-01-31,,,1,1,A1
1619663091791,2000-10-08,,,0,3,B1
1619664854724,2000-03-04,,,0,3,A1
1619707320960,1999-12-14,2000-04-03,COMP,0,1,A1
1619720120133,1999-08-27,,,0,1,B1
1619724995358,1999-08-19,,,0,1,A1
1619738898942,2000-02-18,2000-10-18,DEBT,0,3,A1
1619765631004,1999-02-19,1999-08-23,NEED,0,1,A1
1619768625618,2000-05-05,,,1,1,A1
1619775569776,1999-06-21,2000-12-14,NEED,1,1,A1
1619780213356,1999-12-16,,,1,1,A1
1619788799784,1999-12-06,2000-11-09,NEED,1,1,A1
1619796896058,1999-06-30,1999-12-06,TECH,1,1,C1
1619811163302,2000-11-17,,,1,1,C1
1619840938252,2000-06-22,2000-11-25,COMP,0,1,A2
1619856763360,2000-11-27,,,1,1,B1
1619869968524,1999-07-16,,,1,1,A2
1619871042120,2000-12-20,,,1,1,B1
1619947290176,1999-08-12,,,1,1,A1
1619954481283,1999-12-13,,,1,1,A1
1619956335903,2000-12-17,,,1,2,A2
1619964556864,1999-06-16,,,1,3,A1
1619970886964,2000-06-16,,,0,1,B1
1619972765393,2001-01-20,,,1,1,A1
1619980342970,2001-01-08,,,1,2,A1
1619991238610,1999-10-01,,,1,1,B1
1619991491072,1999-09-17,2000-12-30,TECH,0,1,C1
1620035123988,2000-12-26,,,1,2,A1
1620091681152,2000-04-12,,,1,1,A1
1620103829238,1999-12-09,2000-11-24,COMP,0,3,C1
1620104528013,1999-12-23,,,1,1,A1
1620106360008,2000-03-31,,,1,3,A1
1620111347918,2000-11-16,,,1,1,A1
1620114942674,2000-05-11,,,1,1,A1
1620131629968,1999-12-18,,,0,3,A1
1620138580355,1999-12-15,,,1,1,B1
1620148952652,1999-11-16,,,1,2,A1
1620150468008,2000-08-08,,,1,3,A1
1620151844580,2000-02-28,,,0,2,A2
1620154012758,2000-06-24,2000-12-08,COMP,1,2,A1
1620158116180,2000-12-12,,,0,2,B1
1620159285048,2000-02-03,,,1,1,A1
1620183318412,2001-01-18,,,1,3,C1
1620188512758,2000-07-24,,,1,1,B1
1620221021880,2000-12-24,,,1,1,A1
1620231752886,1999-09-12,2000-12-19,DEBT,0,1,A2
1620262891950,2000-12-02,,,1,1,B1
1620269233368,1999-12-02,2000-05-14,COMP,0,2,A1
1620288609940,1999-12-16,2000-06-06,COMP,0,1,A1
1620312731803,2000-02-17,2000-10-09,TECH,1,3,B1
1620340058662,2000-12-15,,,1,1,B1
1620341201720,1999-06-13,,,1,1,B1
1620342653848,2000-06-03,2000-06-05,NEED,1,1,B1
1620382353237,1999-07-14,,,1,1,B1
1620395849604,2000-09-18,,,0,1,A2
1620418987233,2000-06-14,,,0,1,A1
1620419300548,2000-01-11,2000-08-03,MOVE,0,3,A2
1620441281602,2000-11-28,,,1,2,B1
1620451373712,2000-10-30,,,0,1,C1
1620468928932,1999-12-18,,,0,1,A1
1620470169315,2000-05-17,2000-10-16,COMP,0,2,C1
1620479752220,1999-06-22,,,1,1,C1
1620501797808,1999-07-25,,,1,1,A1
1620508110438,2000-05-15,,,0,1,C1
1620511553796,2001-01-16,,,1,1,C1
1620517898688,1999-12-20,,,1,1,A1
1620525707512,1999-07-27,1999-12-15,COMP,0,2,A1
1620545206182,1999-01-27,2000-11-10,COMP,0,1,C1
1620554253972,1999-09-21,,,1,1,C1
1620563024552,1999-06-09,2000-03-16,COMP,1,1,C1
1620571149222,1999-04-24,,,1,1,A2
1620588917438,1999-03-27,2000-02-07,NEED,1,1,A2
1620592847642,1999-06-16,,,1,1,A1
1620602163483,2000-01-16,2000-09-22,NEED,1,2,A1
1620605667460,2000-07-07,,,1,1,B1
1620612856521,2000-09-30,,,0,1,B1
1620616960173,2000-02-15,,,0,1,A1
1620639680334,2000-12-22,,,1,2,B1
1620650742128,1999-12-12,,,1,1,A1
1620661265266,2001-01-18,,,1,1,A1
1620667718064,2000-12-29,,,1,1,A1
1620667987900,2000-07-21,,,1,1,B1
1620671088508,1999-02-25,1999-06-30,COMP,0,1,A1
1620676092552,1999-08-28,2000-11-19,COMP,1,1,A1
1620677245740,2000-11-08,,,0,3,A1
1620737846122,2000-05-13,,,1,1,A1
1620748499300,2000-06-10,2000-06-15,NEED,1,3,A1
1620782234694,2000-10-04,,,0,1,C1
1620792279882,1999-11-29,2000-03-13,NEED,1,1,A1
1620810727358,2000-03-21,,,0,2,B1
1620817324324,1999-12-04,,,1,1,A1
1620845738637,1999-08-07,,,1,2,A1
1620892206096,2000-08-10,,,1,1,A1
1620910024656,2000-05-02,,,0,3,A1
1620917019000,1999-07-08,,,0,1,A1
1620924607688,2000-12-24,,,1,1,A1
1620926441640,1999-05-12,2000-03-29,COMP,1,1,B1
1620949378758,1999-12-17,,,0,2,C1
1620991587659,2000-06-06,,,0,2,B1
1620995414600,2000-01-23,,,1,1,A1
1621005843148,1999-09-20,2000-12-08,COMP,1,2,B1
1621010783812,2001-01-08,,,1,1,C1
1621012892933,2000-03-06,,,1,1,A1
1621062436878,2000-03-17,,,0,3,A1
1621069842446,1999-12-19,,,1,1,B1
1621071009548,1999-08-14,,,1,1,A1
1621076809200,1999-05-27,1999-06-07,,0,1,A2
1621081758380,2000-12-04,2000-12-10,NEED,0,1,C1
1621106394996,2000-07-30,,,1,1,A1
1621117157112,2000-07-31,,,1,1,A1
1621138661315,1999-04-13,1999-07-21,NEED,1,3,A1
1621146136518,2000-06-13,,,1,1,B1
1621149492537,1999-06-08,,,1,1,A2
1621157984604,2000-12-12,,,1,1,C1
1621172935997,2001-01-06,,,1,1,A2
1621177551164,2000-10-08,,,1,1,A2
1621218807502,2000-10-31,,,1,1,B1
1621223545512,2000-11-02,,,1,1,C1
1621251596480,2000-12-27,,,1,1,A1
1621296985728,1999-11-04,,,1,1,B1
1621305795424,2000-07-25,,,0,1,B1
1621307597948,2000-12-22,,,1,1,A2
1621330801402,2000-05-01,,,1,1,A1
1621355055954,2000-12-02,,,1,2,A1
1621359791646,2000-03-04,,,1,3,A2
1621377057408,2000-05-12,,,0,1,A1
1621377354138,2000-12-14,,,1,1,C1
1621392791066,2000-05-23,,,0,1,A1
1621401357126,2000-02-14,,,0,1,C1
1621422091336,1999-11-30,,,0,1,A1
1621435696737,1999-11-05,2000-02-10,COMP,0,1,C1
1621470244880,2001-01-17,,,0,1,A1
1621493306008,2000-12-06,,,1,2,A1
1621495579476,1999-12-10,,,1,1,C1
1621499407856,2000-10-01,,,1,1,A1
1621506125412,1999-03-10,,,1,1,A1
1621509530100,2000-03-07,,,1,1,A2
1621517266582,1999-12-31,,,1,1,A1
1621524520458,2000-12-01,,,0,2,A1
1621534586976,2000-04-28,,,1,1,A2
1621538862373,2000-02-25,,,1,1,B1
1621553526779,1999-04-05,,,1,1,A1
1621555739803,1999-08-09,,,1,1,C1
1621566410502,2000-06-02,,,1,1,B1
1621575147363,1999-07-16,,,0,1,A1
1621618013490,2000-12-23,,,1,2,B1
1621660939656,2000-02-12,,,1,3,B1
1621668317027,1999-07-06,,,1,1,A2
1621670851002,1999-03-31,,,1,1,A1
1621680747944,2000-04-22,,,1,1,A1
1621704082164,1999-12-23,,,1,1,A1
1621720131903,2000-07-24,,,1,1,B1
1621727732908,1999-12-10,,,1,1,A2
1621742432398,2000-10-16,,,1,1,C1
1621744972492,1999-06-12,,,1,3,A1
1621771877604,2000-01-10,,,1,2,A1
1621778030019,2000-11-29,,,1,2,A2
1621778048545,2000-06-06,,,0,2,A1
1621800643236,2000-03-07,,,0,1,A1
1621802685580,2000-05-04,,,1,1,A2
1621826075028,1999-09-29,,,0,2,B1
1621828533759,1999-09-30,1999-10-21,NEED,1,1,A2
1621831445793,2000-02-27,2000-06-12,NEED,1,1,A2
1621836639202,2000-04-22,,,1,1,A1
1621843594733,2000-12-27,,,1,1,A2
1621844791100,2000-04-08,,,1,2,A1
1621856548140,1999-04-30,,,1,1,A2
1621874114176,2000-06-07,,,1,1,B1
1621874754239,2000-10-26,,,0,1,C1
1621895129664,2000-12-02,,,1,1,A1
1621905357888,1999-10-11,,,0,3,C1
1621906116743,2000-11-03,,,1,1,A1
1621916561934,1999-08-17,,,1,1,A1
1621942475812,2000-02-26,2000-10-23,DEBT,0,1,A2
1621943415512,2000-08-05,,,1,1,B1
1621946026798,2000-04-01,2000-04-30,NEED,0,1,B1
1621972872628,2001-01-05,,,0,2,A1
1621980467488,1999-11-12,,,0,1,C1
1621983871128,1999-03-13,,,1,1,A1
1622003553777,1999-12-13,,,1,1,A1
1622010652703,1999-09-28,,,1,1,A1
1622020421610,1999-12-21,2000-01-03,NEED,1,1,A1
1622034817318,2000-05-13,,,1,3,A2
1622042208573,1999-12-17,,,1,1,A1
1622066962956,2000-12-28,,,1,2,A1
1622069808012,1999-02-12,2000-01-04,COMP,0,1,A1
1622073160588,2000-09-23,,,1,1,A1
1622108785006,2000-03-17,,,0,1,C1
1622126247408,1999-12-22,,,1,1,B1
1622131087062,1999-10-29,,,0,1,A1
1622160927964,2000-10-25,,,0,2,C1
1622184858552,2000-03-14,2000-11-20,NEED,1,1,A1
1622202053040,1999-11-24,,,1,2,A1
1622209077597,2000-04-03,,,1,1,A1
1622226799332,1999-03-13,,,1,1,A1
1622227537798,1999-08-09,,,0,1,A1
1622242021820,1999-12-18,,,1,1,A1
1622259477048,1999-11-22,,,1,1,C1
1622279342593,1999-04-17,,,1,3,A1
1622281667516,2000-02-28,,,0,1,A1
1622303406364,2000-08-24,,,1,1,A1
1622308643105,2000-05-19,,,1,1,A1
1622335011090,2000-01-25,,,0,3,B1
1622355591285,2000-08-05,,,0,2,A1
1622421126119,2000-10-20,,,0,2,A2
1622447608887,1999-12-23,2000-05-14,COMP,1,1,A1
1622468721510,2000-09-21,,,1,1,A1
1622468853342,1999-12-23,2000-06-27,DEBT,0,1,A1
1622486710610,2000-05-11,,,1,3,A1
1622493105014,2000-10-26,,,1,1,B1
1622498170258,2000-12-06,,,0,2,C1
1622518343436,1999-11-18,,,0,1,A2
1622526174478,1999-07-28,,,0,3,A1
1622535803712,1999-07-07,1999-09-30,TECH,1,1,A1
1622538656736,1999-12-06,,,1,2,A1
1622544656068,1999-11-09,,,0,2,A1
1622553675753,1999-12-17,2000-02-27,NEED,1,1,B1
1622557768653,2000-05-15,2000-10-16,DEBT,0,3,B1
1622581116540,1999-07-29,,,1,1,A1
1622592790004,1999-12-21,,,1,1,A2
1622595630688,2000-12-16,,,1,2,A1
1622597212638,1999-12-17,,,1,2,A1
1622612002296,2000-01-10,,,1,3,A1
1622619190377,1999-06-18,1999-10-18,DEBT,0,1,A1
1622631475783,1999-11-27,2000-08-02,MOVE,1,1,A2
1622650553632,2000-11-30,,,1,2,B1
1622659600404,2000-11-09,,,1,1,A1
1622676120522,2000-12-23,,,1,1,A1
1622680548408,1999-02-05,,,1,1,A1
1622684880420,2000-11-18,,,1,1,A2
1622685841908,2000-08-28,,,1,3,A1
1622690410605,2000-09-06,,,1,3,A2
1622703528468,2000-04-27,2000-11-13,COMP,0,1,C1
1622704161092,1999-12-15,,,0,1,C1
1622731302741,2000-01-28,,,1,1,A1
1622732930053,1999-12-07,,,1,1,A1
1622756395574,1999-11-18,,,1,1,B1
1622768441376,2000-01-03,,,0,1,A1
1622774416380,2000-12-14,,,1,2,A1
1622810558158,1999-11-22,,,1,1,A2
1622811220566,2000-06-26,,,0,2,B1
1622817460791,2000-07-26,,,0,1,B1
1622838171167,1999-11-21,,,1,1,A1
1622850095019,1999-03-04,,,1,2,A1
1622855934594,2000-05-23,,,1,1,C1
1622872328097,2000-07-08,2000-10-24,TECH,0,2,A1
1622884025212,1999-04-25,2000-10-29,NEED,1,1,A1
1622885388734,2000-05-17,,,1,1,C1
1622900698350,2000-11-08,,,1,1,A1
1622912190560,1999-09-17,,,0,1,B1
1622920865748,2000-11-18,,,1,1,A1
1622929740189,1999-05-03,,,1,2,A1
1622951439630,2000-06-05,,,0,1,A1
1622962844527,1999-02-28,1999-12-10,COMP,1,2,A1
1622975989128,2000-09-07,,,1,1,A1
1623001839840,2000-07-16,,,1,1,A1
1623030173742,2000-12-02,,,1,2,A1
1623070881636,1999-08-25,2000-09-12,MOVE,1,1,B1
1623072275471,1999-09-10,,,0,1,B1
1623072705922,2000-01-08,,,1,1,A1
1623077710880,1999-07-07,,,1,1,A1
1623093241008,1999-08-19,,,0,3,B1
1623094006391,1999-06-16,,,1,3,A1
1623098141536,2000-10-14,2000-12-05,NEED,0,1,A1
1623104825160,2000-08-02,2000-12-11,DEBT,1,1,B1
1623108117804,1999-07-11,,,1,1,A1
1623110498708,2000-07-19,,,1,2,C1
1623121432377,1999-11-11,,,0,2,A1
1623135572192,2000-05-22,2000-05-24,NEED,0,3,A1
1623139526730,1999-11-29,,,1,1,A1
1623162403384,1999-06-13,,,0,1,A2
1623199855677,2000-06-08,,,1,1,B1
1623241590318,1999-10-05,,,1,1,A2
1623291636324,1999-06-08,,,0,2,A1
1623291937032,1999-12-24,,,1,3,A1
1623293404008,1999-04-16,2000-07-04,DEBT,0,1,A2
1623296403744,2000-07-23,,,0,2,B1
1623305158648,1999-09-08,1999-11-12,COMP,1,1,A2
1623369533128,2000-07-01,,,1,1,B1
1623376778880,2000-06-23,,,0,3,A1
1623412007238,2001-01-02,,,0,3,A1
1623431750736,2000-01-27,2000-05-31,TECH,0,3,A1
1623439175396,2000-12-22,,,1,1,A1
1623449392661,1999-07-22,,,0,3,C1
1623467987408,1999-12-22,,,0,1,A2
1623469442916,1999-07-19,2000-04-05,COMP,0,2,A1
1623471888033,1999-02-10,,,1,1,A2
1623501347758,2000-03-21,,,1,2,A2
1623502184622,1999-10-01,,,1,1,B1
1623526654650,2000-01-10,2000-12-19,DEBT,0,1,B1
1623537331878,2000-09-02,,,0,1,A2
1623557190180,1999-05-03,2000-02-18,COMP,0,2,A1
1623563986746,1999-12-23,,,0,1,A1
1623573675168,1999-03-31,,,1,2,B1
1623582214770,2000-06-25,,,0,1,B1
1623591161191,1999-07-06,2000-10-18,TECH,1,1,C1
1623598344658,2000-09-29,,,0,1,A1
1623605773899,1999-10-02,,,1,1,B1
1623626391972,2000-06-28,,,1,1,B1
1623663956308,2000-12-06,,,1,1,B1
1623683373868,2000-03-17,,,1,1,A1
1623692370228,2001-01-15,,,1,2,A1
1623703119224,2000-09-19,,,1,2,C1
1623711535593,1999-05-01,,,0,1,A1
1623720689350,1999-03-03,2000-12-22,NEED,1,1,B1
1623727818614,1999-12-04,,,1,1,A1
1623739750377,2000-12-23,,,0,1,B1
1623746881293,2001-01-10,,,1,2,A1
1623752698788,1999-12-17,,,1,1,A2
1623789055008,2000-03-27,,,1,1,B1
1623793867090,2000-11-24,,,1,1,A2
1623808225077,1999-12-03,,,0,1,C1
1623817802876,1999-08-06,2001-01-10,DEBT,1,2,B1
1623824769654,1999-02-19,,,1,1,A1
1623834598380,2000-07-05,,,1,1,B1
1623835239837,2000-12-23,,,1,2,A1
1623837510270,2000-02-18,,,1,1,A2
1623842216358,1999-03-30,1999-04-06,COMP,1,1,C1
1623844949332,2000-02-26,,,1,1,B1
1623903080608,1999-10-23,,,0,1,B1
1623921298207,2001-01-18,,,0,2,C1
1623922569038,1999-08-14,2000-07-20,NEED,0,2,A1
1623945956856,2000-12-14,,,1,2,A1
1623966123498,1999-07-05,,,1,1,A1
1623966316110,1999-10-21,,,1,1,A1
1623986351910,1999-01-23,,,0,1,A1
1623989387814,1999-07-02,,,1,1,A1
1623989610424,2000-08-02,,,0,2,A1
1623994562228,1999-12-10,,,1,1,A2
1624002981291,1999-03-06,,,1,1,A1
1624009428648,2000-05-15,,,1,1,B1
1624014269726,1999-11-06,,,1,1,A1
1624021395720,1999-10-15,,,1,1,B1
1624022420064,2000-06-11,2000-12-27,NEED,0,3,B1
1624026636087,1999-08-01,,,0,1,A1
1624039484008,2000-02-10,,,1,1,C1
1624043519328,2000-12-16,,,1,2,A1
1624065997298,2000-06-09,,,1,3,A1
1624069805208,1999-06-23,,,1,1,C1
1624089532803,2000-11-29,,,0,1,C1
1624093522368,1999-08-04,,,0,1,A1
1624095280664,1999-12-24,,,1,1,A1
1624098539832,2000-02-06,,,1,1,A1
1624128421693,2000-12-21,,,0,2,B1
1624142211288,1999-12-06,,,0,1,A1
1624148897284,2001-01-14,,,0,2,A1
1624149553698,2000-11-21,,,0,1,C1
1624181343718,2000-01-21,2000-02-26,NEED,1,3,A2
1624225073888,2000-12-16,,,1,2,B1
1624230851638,2000-01-21,,,1,1,B1
1624233938848,2001-01-05,,,1,3,A1
1624235700435,1999-12-11,,,1,1,A1
1624240194768,2001-01-15,,,1,2,A1
1624307283008,1999-12-22,,,1,1,A1
1624313569610,2000-08-24,,,1,1,A1
1624314797031,1999-10-30,,,0,1,A1
1624321410066,2000-07-16,,,1,3,A1
1624331102080,1999-11-30,2000-11-28,COMP,0,1,A1
1624383437016,1999-05-24,2000-10-11,MOVE,1,1,B1
1624384878108,1999-04-24,2000-07-25,COMP,0,1,A1
1624389757600,1999-04-17,,,1,2,A2
1624390307562,2000-10-04,,,1,3,A1
1624392082058,2000-07-19,,,0,1,B1
1624397038156,1999-10-07,,,1,1,B1
1624442113568,2000-12-16,,,1,1,B1
1624456615734,2001-01-11,,,1,2,C1
1624466219705,2000-02-23,2000-12-05,COMP,1,2,A1
1624483412154,1999-08-10,,,0,1,C1
1624487622208,1999-12-22,2000-04-20,DEBT,0,1,A2
1624491197124,2000-09-05,,,1,1,C1
1624498346995,1999-08-03,,,1,1,A1
1624507098418,2000-06-10,,,1,1,A1
1624517631533,2000-12-19,,,0,2,A2
1624536216456,1999-05-18,,,1,3,A2
1624563948216,2001-01-02,,,1,1,A1
1624573290912,1999-09-09,2000-07-10,COMP,1,3,B1
1624573623426,1999-09-12,,,0,1,A2
1624597328296,2000-07-01,,,1,1,B1
1624600270562,1999-10-29,2000-02-29,COMP,0,1,B1
1624618332523,2000-12-19,,,1,2,A2
1624630023431,2000-08-05,,,1,1,B1
1624654840476,1999-09-10,1999-10-25,NEED,1,1,A1
1624681821388,2000-05-26,,,1,1,A1
1624701242208,1999-11-20,2000-11-20,COMP,0,1,A1
1624703393450,1999-09-16,,,1,1,A1
1624718174058,2000-10-07,2000-12-11,COMP,1,1,B1
1624722231146,2000-05-01,,,0,2,B1
1624733323092,2000-09-05,,,1,1,A1
1624736650492,1999-04-07,,,1,1,C1
1624750722686,1999-08-17,,,1,2,A1
1624762536092,2000-06-16,,,0,1,A2
1624767194781,1999-02-02,,,0,1,A1
1624768812672,2000-02-16,,,1,1,B1
1624785926060,1999-12-24,,,1,1,A2
1624787277348,1999-06-17,1999-12-10,TECH,1,3,A1
1624801930028,2001-01-15,,,1,2,B1
1624833897270,2000-05-16,,,0,1,A1
1624838400606,2000-12-02,,,0,2,A1
1624843166088,2000-10-11,,,0,1,C1
1624846219183,1999-10-02,1999-10-05,NEED,1,1,A1
1624875329778,1999-10-02,2000-11-27,COMP,1,2,A1
1624938705978,1999-06-23,,,1,1,A2
1624947876108,1999-10-26,,,1,3,B1
1624964406222,1999-12-31,,,0,3,A1
1625009596416,2000-05-26,2000-06-28,MOVE,1,3,B1
1625027047440,2000-01-03,2000-01-03,NEED,1,1,A1
